,number,href,name
0,202,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/KOR/202.xml,Elementary Korean II
1,204,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/KOR/204.xml,Intermediate Korean II
2,222,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/KOR/222.xml,Korean Reading and Writing II
3,242,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/KOR/242.xml,Korean Reading and Writing IV
4,306,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/KOR/306.xml,Advanced Korean II
5,441,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/KOR/441.xml,Fourth Year Korean II
