,number,href,name
0,199,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/HEBR/199.xml,Undergraduate Open Seminar
1,202,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/HEBR/202.xml,Elementary Modern Hebrew II
2,404,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/HEBR/404.xml,Intermediate Modern Hebrew II
3,406,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/HEBR/406.xml,Advanced Modern Hebrew II
