,number,href,name
0,199,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/ASST/199.xml,Undergraduate Open Seminar
1,208,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/ASST/208.xml,Cultures & Literatures of South Asia
2,390,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/ASST/390.xml,Individual Study
