,crn,href,section_name
0,76727,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/HK/443/76727.xml,G1 
1,76728,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/HK/443/76728.xml,U1 
