,crn,href,section_name
0,36204,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/STAT/578/36204.xml,A1 
1,77025,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/STAT/578/77025.xml,C1 
2,45000,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/STAT/578/45000.xml,DSO
