,crn,href,section_name
0,35488,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/MUS/208/35488.xml,AD1
1,35489,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/MUS/208/35489.xml,AD2
2,35490,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/MUS/208/35490.xml,AD3
3,48896,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/MUS/208/48896.xml,ADH
4,57351,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/MUS/208/57351.xml,AL1
5,69580,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/MUS/208/69580.xml,CAL
