,crn,href,section_name
0,54808,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/SOCW/473/54808.xml,G  
1,54809,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/SOCW/473/54809.xml,U  
