,crn,href,section_name
0,60473,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/NRES/310/60473.xml,AD1
1,60474,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/NRES/310/60474.xml,AD2
2,60461,https://courses.illinois.edu/cisapp/explorer/schedule/2025/spring/NRES/310/60461.xml,AL1
